ID,TENURE,AGE,GENDER,NATIONALITY,AREA_CODE,STATE,REGION,STATUS_BEFORE,STATUS_AFTER,OFFER_TAKER,OFFER_TAKE_UP_DT,DATA_PURC_BEFORE,DATA_PURC_AFTER,DATA_CHRG_BEFORE,DATA_CHRG_AFTER,DATA_USG_BEFORE,DATA_USG_AFTER,VOICE_USG_BEFORE,VOICE_USG_AFTER,RLD_IND_BEFORE,RLD_IND_AFTER,RLD_AMT_BEFORE,RLD_AMT_AFTER,CPA_RVN_BEFORE,CPA_RVN_AFTER,ARPU_BEFORE,ARPU_AFTER,ACTVIITY_DAYS_AFTER,ACTIVITY_STATUS_AFTER,OFFER_CD,OFFER_NAME,OFFER_TYPE,RELOAD_CD,RELOAD_CHANNEL,RELOAD_TYPE
S380,139,32,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,Y,Y,27.99,27.99,0,0,0.0333,0,N,N,?,?,2,2,29.99,29.99,12,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S381,216,32,Female,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,1.382844,2.080167,3.5,5.8833,N,Y,?,10,?,?,13.28,4.4,9,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,APP,DIGITAL
S382,60,32,Male,Malaysia,7,PAHANG,EASTERN,Active,Close,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S383,44,32,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0.167609,0,0,0,Y,N,10,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,,NA,NA,C2,DSO,DIGITAL
S384,102,32,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/05/2022,N,N,?,?,4.406443,1.38888,0,1.9667,N,Y,?,50,?,?,2,30.04,0,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,APP,DIGITAL
S385,48,33,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/05/2022,N,N,?,?,13.998704,0,1.1,0,Y,N,40,?,?,?,21.9,?,14,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S386,36,33,Male,Malaysia,2,KEDAH,NORTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0.121476,4.49933,0,0,N,N,?,?,?,?,?,?,8,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S387,88,33,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,4,?,33,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S388,9,33,Male,Malaysia,14,WILAYAH PERSEKUTUAN,CENTRAL,Active,Active,Y,10/05/2022,N,N,?,?,0,0,0,0,Y,Y,35,10,27.8,11.4,3.9,11.9,8,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S389,45,33,Female,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,0,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S390,35,33,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,18,DURING CAMP THEN REMAIN,,NA,NA,NA,NA,NA
S391,144,33,Male,Malaysia,13,TERENGGANU,EASTERN,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,8.05,1.2667,Y,N,10,?,?,?,3,0.65,1,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S392,29,33,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0.000144,0.000001,0,0,Y,N,15,?,?,?,?,?,0,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S393,23,33,Female,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/06/2022,Y,N,30,?,9.387094,0.045848,9.4667,1,Y,N,45,?,11.9,?,31.3,0.2,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S394,25,33,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,36,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S395,61,33,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0,0.546308,0,0,N,N,?,?,?,?,2,?,13,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S396,93,33,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,24,BEFORE CAMP THEN REMAIN,,NA,NA,NA,NA,NA
S397,128,33,Female,Malaysia,9,PERAK,NORTHERN,Active,Active,N,?,N,N,?,?,0.009815,0,0,0,Y,N,10,?,?,?,?,?,34,NO ACTIVITY SINCE SEP,,NA,NA,C2,DSO,DIGITAL
S398,33,33,Female,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,2.000116,0,4.65,0,N,N,?,?,?,?,?,?,38,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S399,45,33,Male,Malaysia,3,KELANTAN,EASTERN,Active,Active,Y,10/06/2022,Y,Y,15,1,0,10.709767,0.05,0,N,Y,?,5,?,?,0.3,5,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,APP,DIGITAL
S400,57,33,Female,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,6.035263,0,0.1167,0,N,N,?,?,?,?,0.4,?,34,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S401,33,33,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,Y,N,49.99,?,0.326327,0,0,0,Y,Y,15,10,?,?,?,?,20,DURING CAMP THEN REMAIN,,NA,NA,C2,DSO,DIGITAL
S402,42,33,Female,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,2.527763,0,0.0333,0,N,N,?,?,0.5,?,0.02,?,39,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S403,19,33,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S404,74,33,Female,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,2,DURING & AFTER CAMP,,NA,NA,NA,NA,NA
S405,54,33,Female,Malaysia,8,PENANG,NORTHERN,Active,Active,Y,10/06/2022,Y,Y,27.99,27.99,0.21317,4.421368,14.5833,72.9167,Y,Y,50,40,?,45.2,27.99,74.95,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S406,25,33,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Close,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,2,BEFORE & AFTER CAMP,,NA,NA,NA,NA,NA
S407,27,34,Female,Malaysia,1,JOHORE,SOURTHERN,Active,Active,N,?,N,N,?,?,0.263522,0,0,0,Y,N,5,?,?,?,?,?,5,DURING & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S408,106,34,Female,Malaysia,7,PAHANG,EASTERN,Active,Active,Y,10/05/2022,Y,N,15,?,0.000135,0.000003,0,0,N,N,?,?,?,?,?,?,9,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S409,53,34,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,Y,15,1,0,0,0,0,N,Y,?,5,?,?,?,2,1,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,APP,DIGITAL
S410,31,34,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S411,40,34,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,Y,Y,30,30,3.027129,16.532028,0,0.4167,Y,Y,30,35,?,?,?,45.01,0,DURING & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S412,39,34,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,Y,N,5,?,0,0,0.45,0,Y,N,5,?,?,?,0.8,?,1,DURING & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S413,30,34,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,39.644342,0,0,0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S414,29,34,Female,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,0.00572,0,0,0,N,N,?,?,?,?,?,?,17,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S415,33,34,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,16,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S416,20,34,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0.040551,0,0,0,N,N,?,?,?,?,?,?,39,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S417,27,34,Female,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,Y,N,3,?,2.226652,0,0,0,Y,N,10,?,?,?,?,?,39,NO ACTIVITY SINCE SEP,,NA,NA,C2,DSO,DIGITAL
S418,147,35,Male,Malaysia,2,KEDAH,NORTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,Y,Y,5,5,4,?,?,?,1,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S419,40,35,Male,Malaysia,8,PENANG,NORTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,4.739139,0,43.8,0,N,N,?,?,?,?,15.93,?,33,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S420,84,35,Male,Malaysia,2,KEDAH,NORTHERN,Active,Active,Y,10/05/2022,Y,Y,55,5,1.76667,3.584738,19.85,7.7834,Y,Y,115,15,?,?,4.4,23.24,0,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S421,67,35,Female,Malaysia,1,JOHORE,SOURTHERN,Active,Active,N,?,N,N,?,?,0,0.409069,0,0.65,N,Y,?,5,?,?,?,?,9,BEFORE & AFTER CAMP,,NA,NA,C2,APP,DIGITAL
S422,207,35,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/05/2022,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,6,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S423,60,35,Female,Malaysia,8,PENANG,NORTHERN,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,0.6,?,0.6,?,35,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S424,18,35,Female,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,Y,N,4,?,4.452004,0.000012,0,17.5333,Y,Y,10,15,?,?,3,12.3,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S425,30,35,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,Y,N,2,?,5.693588,0,7.7333,0,Y,N,10,?,?,?,9.1,?,36,NO ACTIVITY SINCE SEP,,NA,NA,C2,DSO,DIGITAL
S426,16,35,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,0.000041,0.000082,0,0.3167,N,N,?,?,?,?,?,0.2,3,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S427,41,35,Male,Malaysia,2,KEDAH,NORTHERN,Active,Active,Y,10/06/2022,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,10,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S428,87,35,Male,Malaysia,8,PENANG,NORTHERN,Active,Active,Y,10/05/2022,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S429,48,35,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,N,N,?,?,0.060138,0,0,0,Y,N,10,?,?,?,?,?,6,BEFORE & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S430,80,35,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/05/2022,Y,N,15,?,1.048227,0.000002,0.5833,0,Y,Y,5,10,?,?,?,?,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S431,111,35,Female,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/05/2022,Y,N,15,?,0.000001,0,0,0,Y,Y,5,5,?,?,?,?,0,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S432,19,35,Male,Malaysia,7,PAHANG,EASTERN,Active,Active,N,?,N,N,?,?,10.109005,0,78.6,0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S433,64,36,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/05/2022,N,N,?,?,0,0.032307,0,0,N,N,?,?,?,?,?,?,2,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S434,64,36,Female,Malaysia,5,MALACCA,SOURTHERN,Active,Active,N,?,N,N,?,?,0,0.000027,0,0,N,Y,?,5,?,?,?,?,1,BEFORE & AFTER CAMP,,NA,NA,C2,APP,DIGITAL
S435,35,36,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/06/2022,Y,Y,12,12,2.313759,1.861306,0,0,Y,Y,30,5,?,?,12,12,9,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S436,86,36,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/06/2022,Y,Y,15,4,1.203612,0.370187,1.75,0,Y,N,30,?,?,?,16.65,4,4,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S437,57,36,Female,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,36,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S438,23,36,Male,Malaysia,8,PENANG,NORTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,0,0.879094,0,0,N,Y,?,10,?,?,?,?,0,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,APP,DIGITAL
S439,15,36,Male,Malaysia,2,KEDAH,NORTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S440,33,36,Female,Malaysia,8,PENANG,NORTHERN,Active,Active,N,?,N,Y,?,20,0,36.237554,0,0,N,Y,?,30,?,?,?,25.2,0,DURING & AFTER CAMP,,NA,NA,C2,APP,DIGITAL
S441,21,36,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,0.083457,2.076285,0.5667,3.9,N,N,?,?,?,?,0.6,1.2,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S442,160,36,Female,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,N,N,?,?,0,0.089591,0,0,N,N,?,?,?,?,?,?,4,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S443,199,36,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,N,N,?,?,0,0,0,0,Y,Y,30,30,?,?,0.8,0.6,2,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S444,102,36,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,0,0,N,Y,?,5,?,?,?,?,19,DURING CAMP THEN REMAIN,A001,BOS_1,FREE Internet (18GB),C2,APP,DIGITAL
S445,14,36,Male,Malaysia,8,PENANG,NORTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,1.261134,0,0,0,N,N,?,?,?,?,?,?,18,DURING CAMP THEN REMAIN,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S446,52,36,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/05/2022,N,Y,?,20,0,7.689911,0,8.3167,Y,Y,30,30,20.99,?,20.99,27.9,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S447,36,36,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S448,23,36,Female,Malaysia,7,PAHANG,EASTERN,Active,Active,N,?,N,N,?,?,0.003255,0.000488,1.3333,0,Y,Y,10,20,?,?,0.4,?,0,DURING & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S449,39,36,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,Y,Y,15,30,0.081467,18.279788,0.0667,0.6,N,Y,?,65,?,?,0.3,41.4,0,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,APP,DIGITAL
S450,28,36,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,Y,Y,1.5,1.5,4.560423,5.940884,0,0,Y,Y,5,5,2,2,5,7.5,2,BEFORE & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S451,15,37,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,0.000012,0.000042,0,0,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S452,114,37,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,Y,15,4,0,0.50926,0.3,1.8833,N,Y,?,10,?,?,0.33,5.2,0,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,APP,DIGITAL
S453,65,37,Female,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0,0.124925,0,0,Y,N,15,?,14.09,0.15,0.15,0.15,2,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S454,205,37,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,N,N,?,?,0,0.000026,0,0,N,Y,?,5,?,?,?,0.79,2,BEFORE & AFTER CAMP,,NA,NA,C2,APP,DIGITAL
S455,75,37,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0.116453,0,0,0,N,Y,?,10,?,?,?,?,36,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),C2,APP,DIGITAL
S456,196,37,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/05/2022,Y,Y,15,1,6.788138,0.06311,0,0,N,N,?,?,?,?,9,2,3,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S457,125,37,Male,Malaysia,8,PENANG,NORTHERN,Active,Active,Y,10/05/2022,N,N,?,?,0.000746,0,0,0,Y,N,10,?,?,?,15,?,34,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S458,179,37,Female,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/05/2022,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,14,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S459,43,37,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,2,BEFORE & AFTER CAMP,,NA,NA,NA,NA,NA
S460,69,37,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,Y,Y,4,20,0.141345,0.046649,0,2.1,Y,Y,10,20,?,?,4,20.65,4,DURING & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S461,24,37,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,3.152831,0,0.0667,0,Y,N,35,?,?,?,15.36,?,36,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S462,17,38,Female,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,0.000003,0,0,0,N,N,?,?,?,?,?,?,15,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S463,24,38,Female,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,0.716925,0.703172,0,18.2333,Y,Y,10,10,?,?,7.8,4.9,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S464,15,38,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,Y,N,10,?,6.304054,0,0,0,Y,N,10,?,?,?,10,?,33,NO ACTIVITY SINCE SEP,,NA,NA,C2,DSO,DIGITAL
S465,68,38,Female,Malaysia,12,SARAWAK,EAST WEST,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S466,84,38,Female,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,N,N,?,?,0.000029,0,0,0,N,N,?,?,?,?,?,?,39,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S467,69,38,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,Y,Y,4,4,1.738099,6.212202,0,0,Y,Y,10,15,?,?,4,16,0,BEFORE & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S468,29,38,Female,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,2,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S469,30,38,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0.062162,15.9926,16.3833,16.2167,N,N,?,?,?,?,5.11,?,2,DURING & AFTER CAMP,,NA,NA,NA,NA,NA
S470,74,38,Female,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,0.091647,0,7.2667,0,Y,N,20,?,?,?,7.21,?,39,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S471,26,38,Female,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/05/2022,Y,N,15,?,0.136247,0.016003,0,0,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S472,60,38,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,Y,Y,5,5,?,?,?,?,1,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S473,18,38,Unspecified,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,5.518027,0,0,0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S474,57,38,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/05/2022,Y,N,15,?,0.359386,0,0.2333,0,N,N,?,?,?,?,0.9,?,36,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S475,20,38,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/05/2022,Y,Y,15,3,7.155673,15.56565,4.05,0.15,Y,Y,5,5,?,0.5,3.9,7.6,0,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S476,22,39,Male,Malaysia,8,PENANG,NORTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,12.990272,0,2.4666,0,Y,N,10,?,?,?,8.6,?,38,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S477,38,39,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,Y,N,30,?,?,?,?,?,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S478,112,39,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,10,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S479,14,39,Female,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,2,?,37,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S480,27,39,Male,Malaysia,3,KELANTAN,EASTERN,Active,Active,N,?,Y,Y,2,2,0.910477,1.509191,4.0833,0.15,Y,Y,5,5,?,?,9,12.5,1,DURING & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S481,58,39,Male,Malaysia,6,N SEMBILAN,SOURTHERN,Active,Active,N,?,N,N,?,?,0,0,0,4.6334,N,N,?,?,?,?,?,3,1,BEFORE & AFTER CAMP,,NA,NA,NA,NA,NA
S482,39,39,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,N,?,Y,Y,5,20,5.777058,21.51952,2.5,0.05,N,Y,?,20,?,?,6.8,27.3,0,BEFORE & AFTER CAMP,,NA,NA,C2,APP,DIGITAL
S483,18,39,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,0,0,Y,N,30,?,?,?,30,1.4,10,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S484,23,40,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/06/2022,Y,N,1.5,?,9.296763,0,5.3667,0,Y,N,15,?,4.29,?,13.06,?,9,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
